gotu	covered_length	total_length	coverage_ratio	strain
G002020875	3992	3563444	0.0011202645530559762	Solemya velesiana gill symbiont isolate Sveles-Q1
G000752215	3989	3737722	0.0010672275787230831	bacterium MS4 Amazonia massiliensis
G000688615	3988	5001037	0.0007974346120614585	Acidobacteria bacterium KBS 146 ASM68861v1
G001822385	3986	800309	0.004980576252422502	Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_59_16 ASM182238v1
G000294675	3985	2967160	0.0013430350907938904	Alicyclobacillus hesperidum URH17-3-68
G001654455	3985	5627734	0.0007081002762390689	Niabella ginsenosidivorans BS26
G001591125	3978	5629433	0.0007066431024225708	Vibrio mediterranei NBRC 15635
G001447995	3976	4434543	0.0008965974622413178	Maribacter dokdonensis DSW-8
G000012885	3974	3665893	0.0010840469157173981	Pelobacter carbinolicus DSM 2380
G000787395	3972	2702377	0.0014698171276620545	Solemya velum gill symbiont WH
G000196355	3971	3234309	0.0012277738459745189	Nitrosospira multiformis ATCC 25196
G900016865	3968	2188512	0.001813104063400155	uncultured Clostridia bacterium Clostridia bin genome 5
G000331025	3967	3708362	0.0010697445395028856	Desulfovibrio hydrothermalis AM13 = DSM 14728 AM13
G000950095	3965	4709666	0.0008418856029281058	Photobacterium kishitanii ATCC BAA-1194
G000427965	3961	5053571	0.0007838021866121995	Olivibacter sitiensis DSM 17696
G000166415	3961	2613117	0.0015158142555423274	Halanaerobium hydrogeniformans ASM16641v1
G000759025	3953	7868778	0.0005023651702970906	Phaeodactylibacter xiamenensis KD52
G000710505	3951	5045869	0.0007830167608394114	Planktothrix agardhii NIVA-CYA 126/8
G000789235	3951	3953230	0.0009994359043111582	Flaviramulus ichthyoenteri Th78
G000621165	3945	5503346	0.000716836629933862	Enterovibrio calviensis DSM 14347
G900100765	3945	7107765	0.0005550267911221038	Catalinimonas alkaloidigena DSM 25186
G900129305	3944	4239823	0.0009302275118560374	Desulfacinum infernum DSM 9756
G001438925	3938	1214420	0.003242700219034601	Actinobacteria bacterium BACL15 MAG-120619-bin91 ASM143892v1
G900109585	3936	2376326	0.0016563383980144138	Carnobacterium iners DSM 28070
G000332095	3936	5776957	0.0006813275570512296	Leptolyngbya sp. PCC 6406 ASM33209v2
G000613805	3934	3430348	0.0011468224215152516	Bacteroides paurosaccharolyticus JCM 15092
G000316625	3934	6329823	0.0006215023706034118	Nostoc sp. PCC 7107 ASM31662v1
G000482485	3932	4238191	0.000927754317820976	Paucisalibacillus globulus DSM 18846
G001914235	3927	3868181	0.001015205855155175	Desulfobulbaceae bacterium DB1 ASM191423v1
G001449115	3926	5345702	0.0007344217840799955	Terracidiphilus gabretensis S55
G000195975	3924	2434428	0.0016118776156041584	Synechococcus sp. WH 8102 ASM19597v1
G001310595	3923	4329788	0.000906048979765291	Bacillus sp. JCM 19035 ASM131059v1
G000336495	3923	4008085	0.0009787716577866986	Pseudoalteromonas ruthenica CP76
G900094975	3922	4481988	0.0008750581215299997	Bacillus enclensis SGD-1123 IMG-taxon 2617270721 annotated assembly
G000429345	3920	3060447	0.0012808586458121966	Desulfovirgula thermocuniculi DSM 16036
G000010565	3920	3025375	0.0012957071437425113	Pelotomaculum thermopropionicum SI
G000022265	3918	4304501	0.0009102100336368838	Geobacter daltonii FRC-32
G000255455	3917	4257070	0.0009201164180997728	Aquimarina agarilytica ZC1
G001601175	3913	3437185	0.0011384315944588377	Legionella pneumophila NY28
G000878885	3913	5973463	0.0006550639051417913	Aneurinibacillus migulanus nagano
G000334955	3910	2123894	0.001840958164578835	Wohlfahrtiimonas chitiniclastica SH04
G900096905	3910	2527601	0.0015469213693142232	Pelagirhabdus alkalitolerans S5
G001574775	3906	1853849	0.0021069677195931277	Francisella tularensis NO-2/2011
G000183885	3901	3115943	0.0012519484470672282	Listeria innocua FSL S4-378
G000316115	3899	9422968	0.00041377621148665683	Leptolyngbya sp. PCC 7375 ASM31611v1
G001945525	3896	2740565	0.0014216046691102016	Ileibacterium valens NYU-BL-A3
G001373415	3894	4569428	0.0008521854376521526	Paenibacillus sp. FF9 Paenibacillus dakarensis FF9
G000060345	3894	3798465	0.0010251509491334	Gramella forsetii KT0803
G000155495	3892	1951667	0.0019941926568415617	Helicobacter pullorum MIT 98-5489
G001574675	3891	1866719	0.0020844058479074783	Francisella tularensis NO-18/2011
G000419585	3890	3399024	0.0011444461704300999	Salisaeta longa DSM 21114
G000733925	3889	5550230	0.0007006916830473692	Arenibacter algicola TG409
G001574835	3889	1866349	0.0020837474663098917	Francisella tularensis NO-16/2011
G000297115	3887	2638447	0.0014732151148004868	Caloramator australicus RC3
G000165465	3883	2309262	0.001681489584118216	Halanaerobium praevalens DSM 2228
G001642915	3882	8119320	0.00047811885724420274	Roseimaritima ulvae DSM 25454
G001516895	3881	3407443	0.001138977233074772	Bacillus coahuilensis p1.1.43
G000797445	3880	4017534	0.0009657665622742707	Lacinutrix jangbogonensis PAMC 27137
G001797435	3878	3154694	0.0012292792898455445	Deltaproteobacteria bacterium GWA2_57_13 ASM179743v1
G000950415	3871	4607317	0.0008401852965619687	Photobacterium leiognathi ATCC 25521
G001431705	3865	1995738	0.0019366269520347862	Ferrovum sp. JA12 FMY
G001574585	3865	1864339	0.0020731208219106076	Francisella tularensis NO-11/2011
G001280845	3865	7479858	0.0005167210393566295	Bacillus sp. FJAT-28004 ASM128084v1
G000014025	3865	2341251	0.0016508268442811129	Arcobacter butzleri RM4018
G001915615	3864	4167409	0.0009271948109724771	Butyricimonas synergistica isolate 43_13
G000238255	3862	4718298	0.0008185154901195304	Pseudoalteromonas spongiae UST010723-006
G000156295	3861	4326936	0.0008923173349455597	marine gamma proteobacterium HTCC2148 ASM15629v1
G001940845	3861	2213674	0.0017441592574155003	Christensenellaceae bacterium Phil7 ASM194084v1
G900100375	3860	4032617	0.0009571947943481863	Flavobacterium noncentrifugens CGMCC 1.10076
G000013225	3858	3046682	0.0012662955963241322	Synechococcus sp. JA-2-3B'a(2-13) ASM1322v1
G000430025	3852	2880663	0.0013371921672198379	Flavobacterium suncheonense GH29-5 = DSM 17707
G000401515	3851	2805478	0.0013726716089022975	Piscirickettsia salmonis LF-89 = ATCC VR-1361 LF-89 ASM40151v2
G000420465	3847	3391683	0.0011342451520380884	Desulfovibrio desulfuricans subsp. desulfuricans DSM 642
G000436275	3845	1973564	0.0019482519948681675	Firmicutes bacterium CAG:240 MGS240
G000012605	3844	2427734	0.0015833695124754194	Thiomicrospira crunogena XCL-2
G001748245	3841	7569109	0.0005074573506604278	Oligoflexus tunisiensis Shr3
G000994625	3840	576032	0.006666296316871285	Candidatus Nomurabacteria bacterium GW2011_GWF2_40_31 ASM99462v1
G000178255	3837	2953411	0.0012991757665966573	Turicibacter sanguinis PC909
G000222485	3836	6221273	0.0006165940636265279	Cyclobacterium marinum DSM 745
G900109555	3835	3870734	0.0009907681592173474	Pacificibacter marinus DSM 25228
G000284235	3831	2947662	0.0012996741146033704	Arcobacter sp. L ASM28423v1
G000210095	3831	2573208	0.0014888030816008655	Ruminococcus champanellensis 18P13 = JCM 17042 type strain: 18P13
G000278215	3830	2170653	0.001764445998508283	Bartonella rattimassiliensis 15908 Bart_ratt_15908_V1
G001456935	3826	4481988	0.0008536390548122842	Bacillus enclensis SGD-1123 ASM145693v1
G001574785	3824	1853698	0.0020629034502923347	Francisella tularensis NO-12/2011
G001574565	3820	1861692	0.002051896876604723	Francisella tularensis NO-9/2011
G000526715	3818	2452457	0.001556806092828539	Thiomicrospira kuenenii DSM 12350
G000472185	3818	3098747	0.001232110914508348	Rhodobacteraceae bacterium HIMB11 HIMB11v1.0
G001932165	3817	1835603	0.002079425671019278	Bartonella henselae A233
G000156355	3812	3047652	0.0012507989757360749	Methylophaga thiooxydans DMS010
G000416045	3810	2120805	0.001796487654451965	Halorubrum sp. J07HR59 HR_032012
G000332315	3808	5646343	0.0006744188229443377	Prochlorothrix hollandica PCC 9006 = CALU 1027 PCC 9006
G001574705	3806	1862040	0.0020439947584369833	Francisella tularensis NO-6/2011
G000952155	3802	5265703	0.0007220308475430536	Aliterella atlantica CENA595
G002020915	3801	2694913	0.0014104351420621	Solemya velum gill symbiont isolate NC-DML5
G000169075	3801	3925629	0.0009682524762273765	marine gamma proteobacterium HTCC2143 ASM16907v1
G001017655	3800	2949723	0.0012882565583276803	Kiritimatiella glycovorans L21-Fru-AB
G000968455	3799	1502024	0.0025292538601247383	Anaplasma phagocytophilum str. CR1007
G000309425	3793	1840757	0.002060565300036887	Oenococcus oeni AWRIB202
G000521175	3787	5851275	0.0006472093688982316	Aphanizomenon flos-aquae NIES-81
G001957125	3782	5691534	0.0006644957229456944	Shewanella sp. UCD-KL12 ASM195712v1
G000091985	3778	1578097	0.002394022674144872	Helicobacter mustelae 12198
G001913845	3775	4690918	0.0008047465336209245	Limnothrix sp. CACIAM 69d ASM191384v1
G000425145	3775	4021020	0.0009388165191916479	Pedobacter glucosidilyticus DSM 23534
G002020795	3774	2605925	0.0014482381496013891	Solemya velum gill symbiont isolate MD-SB28
G001708955	3773	4466495	0.0008447339580588359	Candidatus Thiodiazotropha endoloripes isolate G_C
G900110245	3770	8546563	0.00044111299477930484	Niastella yeongjuensis DSM 17621
G000316575	3768	7023215	0.0005365064290357051	Calothrix sp. PCC 7507 ASM31657v1
G000420665	3765	3400379	0.0011072295176508267	Ponticaulis koreensis DSM 19734
G001574495	3765	1862501	0.002021475424711181	Francisella tularensis NO-4/2011
G001462205	3764	3243052	0.0011606351054500514	Halopenitus sp. DYS4 HalopeDYS1.0
G900101875	3761	7206603	0.000521882501367149	Mucilaginibacter pineti 47C3B
G000231275	3758	2855429	0.0013160894562603378	Alistipes indistinctus YIT 12060
G000385635	3756	1074689	0.003494964589755734	candidate division TM6 bacterium JCVI TM6SC1
G000332295	3754	5742264	0.0006537491135900405	Fortiea contorta PCC 7126
G001677435	3754	4059891	0.0009246553663632841	Woeseia oceani XK5
G001574755	3751	1855575	0.0020214758228581436	Francisella tularensis NO-10/2011
G000380985	3749	4776693	0.0007848526166534044	Proteiniphilum acetatigenes DSM 18083
G000193435	3748	2674809	0.0014012215451645333	Caldicellulosiruptor lactoaceticus 6A
G900095305	3744	3120648	0.0011997508209833341	Proteiniborus sp. DW1
G000607245	3744	1390379	0.0026927909584365125	Bartonella bacilliformis Peru-18
G000995805	3742	723780	0.0051700793058664235	Parcubacteria group bacterium GW2011_GWC1_40_11 ASM99580v1
G000375865	3734	611024	0.006111052920998193	Sulfurovum sp. SCGC AAA036-F05 SCGC AAA036-F5
G001543385	3733	3039526	0.0012281520210717066	bacterium P3 ASM154338v1
G900107075	3731	2280545	0.0016360124443937742	Acidaminococcus fermentans WCC6
G900114425	3730	2329465	0.0016012260325868816	Sharpea azabuensis KH1P5
G000378165	3730	2384067	0.001564553345187027	Saccharibacter floricola DSM 15669
G000285795	3727	2641408	0.001410989896297732	Verrucomicrobia bacterium SCGC AAA164-L15 ASM28579v3
G000701505	3727	6173415	0.0006037177153973935	Dyadobacter crusticola DSM 16708
G000709735	3722	1429421	0.002603851489519183	Bartonella bacilliformis Hosp800-02
G000246945	3721	3458160	0.0010760057371550188	Myroides injenensis M09-0166
G000312405	3721	2013830	0.0018477229954862128	Lactobacillus ingluviei str. Autruche 4
G000787385	3720	5841040	0.0006368728856505006	Paenibacillus sp. P1XP2 ASM78738v1
G000565325	3714	3352016	0.0011079899379955226	Salinivibrio socompensis S10B
G000769825	3713	4479972	0.0008287998228560357	Flavobacterium rivuli WB 3.3-2 = DSM 21788 WB 3.3-2
G900108995	3711	2401553	0.0015452500944180703	Sharpea azabuensis DSM 20406
G001187555	3709	3746057	0.000990107731943214	Gilvimarinus polysaccharolyticus YN3
G000770635	3709	4281464	0.0008662924644467407	Pontibacillus yanchengensis Y32
G000469325	3709	3271684	0.0011336669433845079	Lactobacillus shenzhenensis LY-73
G900102615	3706	2166325	0.00171073130762928	Geotoga petraea WG14
G001823815	3704	702639	0.0052715548097956415	Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_12_FULL_38_37 ASM182381v1
G001932215	3701	1860019	0.0019897646206839823	Bartonella henselae A242
G000469585	3700	2825161	0.0013096598742514144	Chrysiogenes arsenatis DSM 11915
G001898485	3699	5487359	0.0006740947694510237	Sphingobacteriales bacterium 46-32 ASM189848v1
G001273895	3698	4771590	0.0007750037199340262	Bacillus sp. FJAT-26652 ASM127389v1
G000152985	3698	4244565	0.0008712317987826785	Leeuwenhoekiella blandensis MED217
G000978955	3698	4061965	0.0009103968153344502	Methanosarcina mazei 2.F.T.2.6
G000237825	3696	1880838	0.0019650815221725635	Thermanaerovibrio velox DSM 12556
G000425165	3695	4690166	0.0007878185974654202	Photobacterium halotolerans DSM 18316
G000153205	3695	3623681	0.001019681368199905	Nitrococcus mobilis Nb-231
G000184345	3695	2560222	0.0014432342195325248	Spirochaeta thermophila DSM 6578
G001281175	3691	1460240	0.002527666684928505	Lactobacillus apinorum Fhon13
G000236145	3690	3761887	0.000980890707243466	Fluoribacter dumoffii Tex-KL
G000798825	3686	2236196	0.0016483349402288529	Carnobacterium sp. ZWU0011 ZWU0011.1
G001434705	3686	2280237	0.0016164986358874099	Lactobacillus nasuensis JCM 17158 ASM143470v1
G000755385	3685	5726473	0.0006435025538407323	Vibrio maritimus JCM 19235
G000401015	3685	1629655	0.0022612147969969104	Candidatus Poribacteria bacterium WGA-4C WGA-4C
G001865655	3684	4399611	0.0008373467563382309	Maribacter sp. 1_2014MBL_MicDiv ASM186565v1
G001803975	3682	1056001	0.0034867391224061343	Omnitrophica bacterium GWA2_41_15 ASM180397v1
G000272145	3682	4239624	0.0008684732419667404	Vibrio genomosp. F6 str. FF-238
G000153285	3680	2627046	0.00140081292828523	Synechococcus sp. WH 7805 ASM15328v1
G900108455	3677	1413564	0.002601226403615259	Fructobacillus pseudoficulneus DSM 15468 IMG-taxon 2600254955 annotated assembly
G000214595	3673	3261960	0.0011260101288795693	Methylophaga aminisulfidivorans MP
G001784175	3670	4388263	0.0008363217974857022	Candidatus Lindowbacteria bacterium RIFCSPLOWO2_12_FULL_62_27 ASM178417v1
G000509225	3668	3824226	0.000959148334852595	alpha proteobacterium Mf 1.05b.01 ASM50922v1
G000426765	3663	3823881	0.0009579272995158583	Vibrio litoralis DSM 17657
G000092845	3662	3241804	0.0011296179534604806	Brachyspira murdochii DSM 12563
G000374025	3656	8129284	0.0004497321043280072	Spirosoma panaciterrae DSM 21099
G001945605	3654	2254642	0.001620656405761979	Dubosiella newyorkensis NYU-BL-A4
G000317615	3653	3781008	0.0009661444778746831	Dactylococcopsis salina PCC 8305
G001007935	3653	4067838	0.0008980200293128685	Nitrosomonas communis Nm2
G000014005	3653	5650368	0.000646506563820268	Candidatus Koribacter versatilis Ellin345
G000800015	3652	4947033	0.0007382202625290756	Terriglobus sp. TAA 43 ASM80001v1
G001436735	3651	1919106	0.0019024483275024934	Lactobacillus cacaonum DSM 21116
G001029295	3650	5306296	0.0006878621170021424	Peptococcaceae bacterium CEB3 ASM102929v1
G001294525	3649	6301904	0.0005790313530640898	Aneurinibacillus migulanus Nagano E1
G900111145	3648	4660771	0.0007827031192907783	Fabibacter pacificus CGMCC 1.12402
G000421265	3648	4746254	0.0007686061470793599	Thalassospira lucentensis MCCC 1A00383 = DSM 14000
G000744875	3644	2344434	0.0015543197206660541	Thiomicrospira sp. Milos-T1 ASM74487v1
G000425865	3641	2134509	0.0017057787060162314	Lacticigenium naphtae DSM 19658
G001261715	3641	4494139	0.0008101663077176741	Dysgonomonas sp. HGC4 HGC4_v3
G000568755	3639	1730484	0.002102879887938866	Borrelia coriaceae Co53
G000349205	3638	2637625	0.0013792711245912517	Methylophaga lonarensis MPL
G000145215	3637	2532343	0.0014362193431142621	Caldicellulosiruptor obsidiansis OB47
G000422465	3636	6968425	0.0005217821817699121	Paenibacillus harenae DSM 16969
G000153765	3636	2992730	0.001214944214813899	Mariprofundus ferrooxydans PV-1
G000179915	3636	5095226	0.0007136091706236387	Terriglobus saanensis SP1PR4
G001932225	3635	1821814	0.0019952640609853696	Bartonella henselae A235
G000286115	3633	1808452	0.002008900429759817	Oenococcus oeni AWRIB318
G001971785	3633	3752836	0.0009680678825293725	Seonamhaeicola sp. S2-3 ASM197178v1
G000162755	3633	4152613	0.0008748708343397278	Legionella drancourtii LLAP12
G001574485	3633	1866918	0.0019459879866175161	Francisella tularensis NO-1/2011
G001464665	3632	3964155	0.0009162103903606191	Acidobacteria bacterium Ga0074141
G900114055	3631	3852792	0.0009424334352853723	Thermoflavimicrobium dichotomicum DSM 44778
G001510085	3629	1244436	0.002916180502653411	Alphaproteobacteria bacterium casp-alpha3 ASM151008v1
G000012805	3629	3522111	0.0010303479930076026	Nitrosococcus oceani ATCC 19707
G000179595	3624	6156735	0.0005886236779721719	Acetivibrio cellulolyticus CD2
G000948975	3622	7420857	0.0004880837887052668	Thalassomonas actiniarum A5K-106
G001907975	3621	3506707	0.00103259268595865	Proteobacteria bacterium Nonnen-W8red MWH-Nonnen-W8red
G000007485	3618	927303	0.0039016373288989683	Tropheryma whipplei str. Twist
G001574885	3617	1856026	0.001948787355349548	Francisella tularensis FDC203
G001513045	3616	2450807	0.0014754323779881484	Clostridiales bacterium DTU089 ASM151304v1
G900102185	3614	4852066	0.0007448373538200017	Terriglobus roseus GAS232
G000429965	3613	4796810	0.0007532089034170626	Desulfobulbus mediterraneus DSM 13871
G000021905	3613	6517073	0.0005543899845835699	Desulfatibacillum alkenivorans AK-01 AK-1
G001574945	3613	1816934	0.001988514717650724	Francisella tularensis FDC202
G000508085	3610	3219312	0.0011213576068427043	Sediminibacterium sp. C3 WGS6.1
G000018425	3605	2349476	0.0015343846883305043	Candidatus Desulforudis audaxviator MP104C
G000317435	3603	6960392	0.0005176432591727592	Calothrix sp. PCC 6303
G000709435	3603	1654902	0.002177168194853834	Candidatus Arthromitus sp. SFB-mouse-NL ASM70943v1
G000263195	3602	5220361	0.0006899905964357638	Emticicia oligotrophica DSM 17448
G000253035	3598	3072383	0.0011710779547992553	Parachlamydia acanthamoebae UV-7
G000585235	3598	4027646	0.0008933257788792759	Nitrincola nitratireducens AK23
G001574555	3590	1856343	0.001933909843170147	Francisella tularensis NO-8/2011
G000688035	3588	3083950	0.00116344298707826	Ruminococcaceae bacterium AE2021 ASM68803v1
G000698105	3587	4093558	0.0008762548374787898	Geomicrobium sp. JCM 19037 ASM69810v1
G000287055	3586	4418179	0.0008116466082519518	Vibrio genomosp. F10 str. ZF-129
G000265385	3585	3520671	0.001018271801028838	Aequorivita sublithincola DSM 14238
G900142405	3583	4484398	0.0007989924177113628	Muricauda antarctica CGMCC 1.12174
G000447315	3581	4776227	0.0007497549844259915	Clostridium sp. BL8 BL8
G000513735	3579	3332225	0.0010740571239937278	Salinivibrio socompensis S34
G000336915	3577	3449700	0.0010369017595732962	Halococcus saccharolyticus DSM 5350
G000007085	3577	2689445	0.001330014185082796	Caldanaerobacter subterraneus subsp. tengcongensis MB4
G000336655	3576	4338576	0.0008242335734121057	Halobiforma lacisalsi AJ5 ASM33665v1
G001708985	3575	4610748	0.0007753622622620018	Candidatus Thiodiazotropha endoloripes isolate G_B
G000422685	3572	3441043	0.001038057356446868	Flavobacterium gelidilacus DSM 15343
G000372925	3572	5069061	0.0007046669984835456	Teredinibacter turnerae T0609
G001574795	3571	1859784	0.0019201154542678074	Francisella tularensis NO-13/2011
G900111295	3568	4435185	0.0008044760252390825	Salipaludibacillus aurantiacus S9
G900109715	3568	2764267	0.001290758092470807	Pseudobutyrivibrio ruminis ACV-9
G900142125	3567	3961631	0.0009003867346554992	Malonomonas rubra DSM 5091
G001261775	3564	3511751	0.0010148783327747326	Anaeromassilibacillus senegalensis mt9
G000315235	3562	3833720	0.0009291236710036205	Paenibacillus popilliae ATCC 14706
G000998065	3560	816353	0.004360858599159923	Parcubacteria group bacterium GW2011_GWE2_42_14 ASM99806v1
G000337455	3558	4694889	0.00075784539314987	Halosimplex carlsbadense 2-9-1
G001647285	3555	5117794	0.0006946352276000167	Rufibacter roseus CCM 8621
G000597805	3555	1673184	0.0021246916059441162	Campylobacter corcagiensis CIT 045
G000217715	3553	4355268	0.0008157936549484441	Halopiger xanaduensis SH-6
G001782085	3550	849851	0.004177202827319142	Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_37_33 ASM178208v1
G000429825	3549	5051029	0.0007026291078510933	Cohnella thermotolerans DSM 17683
G001824095	3548	690768	0.005136312046881152	Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_39_10 ASM182409v1
G000025685	3544	4012900	0.0008831518353310574	Haloferax volcanii DS2 ASM2568v1
G001310225	3540	3994770	0.0008861586524380627	Algibacter alginolytica HZ22
G001574865	3540	1811548	0.0019541298381273915	Francisella tularensis FDC201
G001437075	3537	1837953	0.0019244235298726355	Pediococcus stilesii DSM 18001
G000799465	3532	3842990	0.000919076031943877	Psychroserpens sp. Hel_I_66 ASM79946v1
G000431115	3531	1867907	0.0018903510720822824	Clostridium sp. CAG:715 MGS715
G000144645	3530	2280035	0.0015482218474716398	Thermosediminibacter oceani DSM 16646
G001311255	3529	2248882	0.0015692241745009297	Lactobacillus nasuensis JCM 17158 ASM131125v1
G000702325	3529	2655367	0.001329006498913333	Thiomicrospira sp. Milos-T2 ASM70232v1
G001439135	3527	2834045	0.0012445109375468632	Rhodobacter sp. BACL10 MAG-120419-bin15 ASM143913v1
G000520775	3526	5999202	0.0005877448367299518	Paenibacillus polymyxa TD94
G001932235	3526	1857847	0.0018978957901269588	Bartonella henselae A244
G000333235	3525	4046270	0.0008711727096807677	Pseudoalteromonas luteoviolacea B = ATCC 29581
G000480335	3525	4369029	0.0008068154274096143	Bacillus megaterium MSP20.1
G000376785	3522	6564965	0.0005364842006012218	Hahella ganghwensis DSM 17046
G000213575	3519	3954365	0.000889902677168142	Dysgonomonas mossii DSM 22836 Dysg_moss_DSM_V1
G900101395	3518	6099002	0.0005768156823034326	Niabella drilacis DSM 25811
G900095135	3514	4414963	0.0007959296601126669	Proteiniphilum saccharofermentans isolate M3/6
G001830535	3511	1032911	0.0033991311932973895	Sideroxydans sp. RIFOXYD2_FULL_59_7 ASM183053v1
G000278135	3510	1970822	0.001780982757448415	Bartonella washoensis Sb944nv
G001574935	3503	1819134	0.0019256415415247034	Francisella tularensis FDC205
G001574905	3501	1817511	0.001926260693883008	Francisella tularensis FDC204
G000063525	3499	2224914	0.0015726450550448243	Synechococcus sp. RCC307 ASM6352v1
G900109785	3497	3098034	0.0011287803813644396	Nitrosovibrio tenuis Nv1
G000723505	3496	3149227	0.0011101136882161876	Mucinivorans hirudinis Mucivorans_M3_Nelson-Bomar-Fixed
G900103835	3495	2916215	0.0011984713061279776	Acetanaerobacterium elongatum CGMCC 1.5012
G001785275	3493	752752	0.004640306502008629	Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_01_FULL_39_220 ASM178527v1
G000710735	3491	1702336	0.0020507114929132673	Francisella sp. W12-1067 GEN130326_H
G000312525	3490	2053511	0.0016995282713362625	Bartonella florencae R4
G000687715	3490	3473679	0.0010046984767446848	Prevotella ruminicola Ga6B6
G000166695	3489	2802443	0.0012449851790027487	Caldicellulosiruptor kristjanssonii I77R1B 177R1B
G001574605	3485	1859293	0.0018743683755061736	Francisella tularensis NO-14/2011
G000147335	3485	7841948	0.00044440488511272966	Cyanothece sp. PCC 7822 ASM14733v1
G000949255	3483	3088654	0.0011276756800858885	Ferrimicrobium acidiphilum DSM 19497 T23
G000334895	3482	3476728	0.0010015163682634937	Halococcus agarilyticus 197A
G001463995	3481	2857459	0.0012182152044876234	Listeria monocytogenes 2932
G001574635	3480	1846523	0.0018846231538951856	Francisella tularensis NO-15/2011
G000493225	3479	5172050	0.0006726539766630252	Vibrio parahaemolyticus S096
G000981765	3476	2495242	0.0013930512551487992	Kangiella geojedonensis YCS-5
G001574735	3475	1862120	0.0018661525573002815	Francisella tularensis NO-7/2011
G000378425	3474	4476185	0.0007761073324717365	Cohnella laeviribosi DSM 21336
G000619945	3472	4753597	0.000730394267751347	Clostridium lundense DSM 17049
G000430745	3470	4171218	0.0008318913084859146	Fictibacillus gelatini DSM 15865
G000055945	3469	1719014	0.002018017305269183	Lawsonia intracellularis PHE/MN1-00
G000166275	3468	4787724	0.0007243525315995658	Algoriphagus machipongonensis PR1
G000507845	3465	2369528	0.0014623165457424432	Helicobacter macacae MIT 99-5501
G000421005	3463	3040979	0.0011387780053726119	Clostridiales bacterium NK3B98 ASM42100v1
G000153105	3461	6663851	0.0005193693556473577	Blastopirellula marina DSM 3645
G000017685	3459	3951448	0.0008753753054576449	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)' 'Patoc 1 (Paris)
G001820725	3455	767394	0.0045022504736810555	Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_54_21 ASM182072v1
G000432875	3449	2695531	0.001279525258659611	Firmicutes bacterium CAG:466 MGS466
G001922955	3449	4836222	0.0007131599831438673	Alteromonadales bacterium BS08 ASM192295v1
G900107275	3447	5872627	0.0005869604863377156	Bacillus caseinilyticus SP
G000155895	3444	1456888	0.002363942870007852	Candidatus Pelagibacter sp. HTCC7211 ASM15589v1
G900130015	3443	4977298	0.0006917407798367708	Desulfofustis glycolicus DSM 9705
G000473365	3442	5168091	0.0006660099444843366	Adhaeribacter aquaticus DSM 16391
G000317025	3440	4986817	0.0006898187761852901	Pleurocapsa sp. PCC 7327
G001803365	3439	1497423	0.0022966122465061644	Melioribacter sp. RIFOXYB12_FULL_38_5 ASM180336v1
G000378485	3438	4489248	0.0007658298227230931	Flavobacterium rivuli WB 3.3-2 = DSM 21788
G000724625	3438	5231762	0.0006571399845788092	Fimbriimonas ginsengisoli Gsoil 348 GSoil 348
G000422425	3438	5325321	0.0006455948852660713	Oceanospirillum beijerinckii DSM 7166
G001437355	3438	1537173	0.0022365732419187693	Weissella viridescens DSM 20410
G001280515	3436	3556543	0.0009661066940565599	Mangrovimonas sp. ST2L15 ASM128051v1
G900114305	3435	3994034	0.0008600327388299649	Nitrosomonas aestuarii Nm69
G001709345	3435	4048029	0.0008485611145572327	Terasakiispira papahanaumokuakeensis PH27A
G000607205	3434	1403817	0.0024461877865847186	Bartonella bacilliformis San Pedro600-02
G000024885	3428	2306351	0.0014863305715391976	Sulfurospirillum deleyianum DSM 6946
G000297215	3428	3029115	0.0011316836765854054	Piscirickettsia salmonis LF-89 = ATCC VR-1361 LF-89 ASM29721v2
G001436865	3424	1366073	0.002506454633097938	Weissella halotolerans DSM 20190 ASM143686v1
G000698185	3421	4096854	0.000835030977428046	Geomicrobium sp. JCM 19055 ASM69818v1
G001794675	3418	904339	0.003779556117783265	Candidatus Yanofskybacteria bacterium RIFCSPLOWO2_01_FULL_41_34 ASM179467v1
G000426085	3414	5377210	0.0006349017427253167	Bacillus sp. URHB0009 ASM42608v1
G000998135	3413	1244279	0.002742953951645893	Parcubacteria group bacterium GW2011_GWA2_42_14 ASM99813v1
G000227215	3413	3019868	0.00113018184900797	Acidithiobacillus thiooxidans ATCC 19377
G001730235	3411	2224341	0.0015334878959655917	Vulcanibacillus modesticaldus BR
G001708965	3408	4462668	0.0007636687291100302	Candidatus Thiodiazotropha endoloripes isolate G_A
G000996185	3407	832851	0.004090767736365808	Parcubacteria group bacterium GW2011_GWE1_40_20 ASM99618v1
G000156275	3407	2391417	0.001424678339244055	Caldanaerobacter subterraneus subsp. pacificus DSM 12653
G000473305	3407	2657245	0.0012821550139336042	Bacteroidales bacterium CF ASM47330v1
G001050235	3403	4438311	0.0007667331108613163	Longilinea arvoryzae KOME-1
G001399455	3403	4922047	0.0006913790136502151	Vibrio bivalvicida 605
